Date,Rating,Text
1 September 2017,Rated 2 stars out of five stars,"ever since new update (45 mins ago) fb will not show updated news feed, marketplace, live.. ohhh and to top it off, went to change my profile pic, says to alllll my pics, 'nothing to show'. ur kidding fb right?? i have over 5k pics, member since '08, ur saying i have no pics?? fb, get it together!! this is my memories n pics i cant get back!!"
1 September 2017,Rated 2 stars out of five stars,"ever since new update (45 mins ago) fb will not show updated news feed, marketplace, live.. ohhh and to top it off, went to change my profile pic, says to alllll my pics, 'nothing to show'. ur kidding fb right?? i have over 5k pics, member since '08, ur saying i have no pics?? fb, get it together!! this is my memories n pics i cant get back!!"
1 September 2017,Rated 2 stars out of five stars,"ever since new update (45 mins ago) fb will not show updated news feed, marketplace, live.. ohhh and to top it off, went to change my profile pic, says to alllll my pics, 'nothing to show'. ur kidding fb right?? i have over 5k pics, member since '08, ur saying i have no pics?? fb, get it together!! this is my memories n pics i cant get back!!"
1 September 2017,Rated 2 stars out of five stars,"ever since new update (45 mins ago) fb will not show updated news feed, marketplace, live.. ohhh and to top it off, went to change my profile pic, says to alllll my pics, 'nothing to show'. ur kidding fb right?? i have over 5k pics, member since '08, ur saying i have no pics?? fb, get it together!! this is my memories n pics i cant get back!!"
1 September 2017,Rated 2 stars out of five stars,"ever since new update (45 mins ago) fb will not show updated news feed, marketplace, live.. ohhh and to top it off, went to change my profile pic, says to alllll my pics, 'nothing to show'. ur kidding fb right?? i have over 5k pics, member since '08, ur saying i have no pics?? fb, get it together!! this is my memories n pics i cant get back!!"
4 September 2017,Rated 1 stars out of five stars,I am a new FB user. Was enjoying connecting with family and friends until it logged me out for some security issue. Requested photo for proof of ID. I am still logged out and cannot get logged in. Annoyed!!! 9/3rd & 4th/2017 Deleted app until you fix it!
3 September 2017,Rated 1 stars out of five stars,"All of a sudden I can no longer upload photos. When I try to upload photos to Facebook it takes me ONLY to very old photos and won't even show me recent ones, making this Facebook app all but useless. All's still good if I go to Facebook from browser. It's this stupid app. Once it works, STOP changing it u guys. You're screwing up your own product. Sent from Sony Experia 10"
4 September 2017,Rated 3 stars out of five stars,Luv this app. But today I have not been able to view photos in photo albums or post more pics to photo albums. It's driving me bonkers. Please fix this. I luv my Facebook! Can't live without it.
4 September 2017,Rated 3 stars out of five stars,You keep updating it every 3 days and it keeps crashing and being unresponsive!! I have enough memory so that is not the problem. Please fix it finally!
3 September 2017,Rated 2 stars out of five stars,How do I switch off (forever) this stupid video window after I watched video and then came back to news feed ? I hate this. I want to be able to switch it off
4 September 2017,Rated 1 stars out of five stars,"Quit trying to fix what isn't broke. Facebook was fine without the new window to view videos when you back out of it. If I'm backing out of a video, I'm done watching it. No need to replay it for me again. Also, get rid of the ads. They ruin almost every video I watch now. If I weren't so far from friends and family, I'd have deleted Facebook a long time ago."
3 September 2017,Rated 1 stars out of five stars,Go to free button doesn't work. You know what that means? My prepaid credits are gone. Hated it even more that you can't load in 10Mbps connection. How awful
4 September 2017,Rated 3 stars out of five stars,"Can't live w/it, can't live w/o it. Y'all sit around in a Mad Hatter's tea party & say ""Time for a New Look!"" Y'all finally cut out 20 MB of excessive size & fluff! Impressed! But, Share button still limited; updates force relearning & remains to be seen if this is an improvement. FB ain't the only app, but I guess now we can keep a few others."
4 September 2017,Rated 1 stars out of five stars,"Ever since the latest update, this app has been slow, freezes constantly, and my new favorite feature: The refresh news feed and notification buttons are now on the bottom of the screen and since I have a Pixel, the home and back buttons that are on my screen and in the same spot overlap, making it impossible to touch the buttons in-app. I'm sure I'm not the only person experiencing this. A minor inconvenience in the grand scheme of things, but definitely worth mentioning. Hoping you can fix this quickly for anyone who has their home and back buttons on the touch screen rather than on the bezel. Thank you!"
1 September 2017,Rated 5 stars out of five stars,"Others say this app update sucks, No! Its awesome.. The problem is not the app but your phone, I dont know but I think the version of your phone is not compatible with it. Good Job Facebook you work well and beautiful."
4 September 2017,Rated 3 stars out of five stars,The past updates are very annoying. Why is the app resetting itself e.g. I am in a photo album or on a post and after some time it refreshes and takes me right back to my news feed so now I have to go all the way back to find what i was looking at etc......
2 September 2017,Rated 5 stars out of five stars,Favorite place to talk to old friends and meet new friends around the world.. just have to be careful with scammers never send money to anyone. Check snopes for rumors and for the young ones keep your pages private. Not sure of something ask your parents and necer meet pwople you dont know. Regardless of how long you gave known them..
3 September 2017,Rated 1 stars out of five stars,1. Shows friend suggestions at the very top. And contains suggestions of people who I absolutely do not know. Very nagging. 2. Can't switch user when commenting/liking on your page.
2 September 2017,Rated 1 stars out of five stars,Go to notification to greet your friend a happy birthday 🎂 No! 👎 Plz! Fix this! The events. bcoz it is very hard to see and greet my friends like happy birthday! Sometimes the notification could not work! This happens in new update. Last update the events is easy for me to look out. now it is very not organising for me. Plz fix this! And next update if you can do this! Put a notification for unfriend so as people know if they unfriend ( for avoidance in sulky 🙁)
4 September 2017,Rated 3 stars out of five stars,After update I'm no longer able to post a status I've attempted to contact fb staff with no response after daily emails for a week now. I've uninstalled and retried. Cleared cache and deleted data. Nothing. Now I can only use it to be nosey. I don't like that. Fixed me!
3 September 2017,Rated 1 stars out of five stars,"The app sucks, some things load, some don't, at the moment I'm getting loading screens constantly, has been like this for about a year now... However browser version works just fine. I'll stick with that."
3 September 2017,Rated 1 stars out of five stars,Doesn't currently work. Crashes after 2 seconds after you select the extended menu. I go in there to select 'most recent' so I dont miss anything and it doesn't even show me the menu now 🙈
4 September 2017,Rated 1 stars out of five stars,Why this app hang always when i want to view pics from post its not smooth during pics vieswing I am using s8+ but my phone hangs only during facebook..please try to fix this issue otherwise no use of sending daily updates i will uninstall soon if i won't get the solution..
2 September 2017,Rated 1 stars out of five stars,I hate it bcause i cant enter my acc.. I dont know why... I hope this fb help me to fix it. But Nobody want to fix my acc fb.. Thats ok.. 1 star for me.. Thank u..
2 September 2017,Rated 4 stars out of five stars,"Guys Iam using lenovo vike 4k, I don't know how to download a video's from Facebook directly. Either this Iam using Facebook video downloader app for downloading Please try to solve this problem or guide me"
2 September 2017,Rated 5 stars out of five stars,"I recently love the MENU button. It's like a drop down notification bar on any smartphones. But when I updated it awhile ago, it went back to the old menu button. Damn! Put it back please"
4 September 2017,Rated 1 stars out of five stars,"Another day, another problem with Facebook. Has had problems since June. Giving it one more week, then permanent uninstall. Absolutely fed up of the drain on battery, constant having to uninstall & reinstall, to get it to work with UK English, numerous glitches on notifications, no useful news feed & messenger box now too small to type in. Do they ever listen to or test with users?"
3 September 2017,Rated 1 stars out of five stars,Need to block background activities of Facebook apps. Seems that was the reason of slowdown. Need to debug it but for now I need to report this to developer teams. Suggest to use a less aggressive policy
2 September 2017,Rated 2 stars out of five stars,"I used to love the app but since you have taken away thd related videos, I'm unimpressed. I used to be able to discover other videos by watching a video but no longer have that option. Will give 5 stars when I can have that feature back."
3 September 2017,Rated 3 stars out of five stars,"I post the video and the pictures and I can't see them. Never see my post in my public. The past few days I post videos and the pictures, it immediately post in the public. Now can't see, I keep posting and posting. Need help."
2 September 2017,Rated 3 stars out of five stars,Love the new updates except there's a bug... used to be able to hide posts from certain people and noe that option is not there... got 2 of the same options. Any chance you can fix it?
2 September 2017,Rated 3 stars out of five stars,"I liked a page and enabled notification. When I receive a notification, it opens the page itself instead of the post and we need to scroll down a lot to find the post itself. This might end up me unliking all pages."
3 September 2017,Rated 2 stars out of five stars,"I can't get videos to stop, even after I exit out of them. This not related to the auto play issue. I have that turned off. Only solution was to log out."
3 September 2017,Rated 1 stars out of five stars,"Fed up with video audio playing while scrolling through news feed, if I wanted the audio I'd click the video. News feed makes no sense see things from days ago yet missing the most recent of posts from friends"
3 September 2017,Rated 1 stars out of five stars,The app has had way to much going on now. Videos don't want to load. I know it's not my device nor the internet.
2 September 2017,Rated 3 stars out of five stars,"I love the app..! But i don't get new new wallpaprrs on the written post, its feel annoying 😑 pls see the matter... We should get every day new wall papers fir better xperince in post amd wrriting... Thank you!"
3 September 2017,Rated 4 stars out of five stars,"One thing i dont like about this app is when am watching some video on my wall i made it pauss and switch to other app without closing video and came back to see the video the app got relodad and video gone some where else so i should search for the video again which is very defiult to find so, please rectify this issue which is annoying"
1 September 2017,Rated 3 stars out of five stars,"Check your privacy settings after this update, mine reverted to public. After being set to private for ever. I'm really pissed."
2 September 2017,Rated 3 stars out of five stars,I've used plenty of alternativs to the original Facebook app but there is no comparison to the original because I couldn't tag a friend or post a photo/video. BUT I WISH THOS APP DIS NOT HAVE BLOATWARE OR DRAIN MY BATTERY. Y'ALL NEED TO DO SOMETHING ABOUT THIS!!!
3 September 2017,Rated 3 stars out of five stars,"@ the people complaining about it being to big in size and its just growing past 100mb 150mb etc... That's not the app itself, its your data and cache, you need to clear them I. Settings in order to reduce size, because the app itself is only 35.44mb Kappa"
3 September 2017,Rated 1 stars out of five stars,"Using moto x style and after scrolling my news feed I get the same 10posts stacked below again and again. Facebook seems to be so bloated and slow, video posts don't seem to play correctly and stutter almost always not being able to play to the end."
4 September 2017,Rated 3 stars out of five stars,This last update has messed up the ability to turn on notification for posts. The new Bell is cute but not working. Please fix the notification problem. Still not working. Can't follow posts I want to follow.
4 September 2017,Rated 1 stars out of five stars,Bulky. Slow never updates. Shows same post from others at top of need feed a day later. Freezes. What else do you want to know?
4 September 2017,Rated 2 stars out of five stars,"Facebook once again has made social media more of a nightmare. This app constantly freezes, which forces me to reboot my phone. Then it has a very log lag time. It take about 30 seconds from the moment I enter a prompt for it to actually execute the command."
2 September 2017,Rated 1 stars out of five stars,Everyday it updates and something new wrong every time now I can't like any post and it's slowly eating more and more memory what are the new updates and why is every video i watch getting a add I actually stop watching a lot of videos midway because they get ads all the time now
4 September 2017,Rated 2 stars out of five stars,"Facebook once again has made social media more of a nightmare. This app constantly freezes, which forces me to reboot my phone. Then it has a very log lag time. It take about 30 seconds from the moment I enter a prompt for it to actually execute the command."
2 September 2017,Rated 1 stars out of five stars,Everyday it updates and something new wrong every time now I can't like any post and it's slowly eating more and more memory what are the new updates and why is every video i watch getting a add I actually stop watching a lot of videos midway because they get ads all the time now
4 September 2017,Rated 2 stars out of five stars,"Facebook should get rid of the top stories feed entirely! Nobody wants to see old posts and miss out on new ones! To get the most recent posts, click the far right ""menu"" button and scroll down to ""most recent"". Another thing is the ridiculous algorithm they use to determine what you want to see. I miss so many great posts because it hides them thinking I'm not interested. Get rid of that! Show me everything. That's why these people are friends and these pages are liked, obviously! If I don't want to see what they post, I'll unfollow them myself."
1 September 2017,Rated 1 stars out of five stars,One year plus of failed installations. It no longer surprises me that facebook does not install anymore. It will surprise me that it installs someday.
3 September 2017,Rated 2 stars out of five stars,"It's not letting me add people. For two days now every time I try to send a friend request it keeps saying ""Oops something went wrong, we'll try to fix it as soon as possible."" Please fix this ASAP so I can send friend requests again."
3 September 2017,Rated 2 stars out of five stars,"For the past month or so this app has seriously gone downhill. Constantly crashes, locks up, can't reply to statuses, missing notifications. Seriously don't see point in Facebook any more, even the browser is horrible."
1 September 2017,Rated 2 stars out of five stars,It stops several times a day. Sometimes just as I open it up. It works when it wants to. So many adds it's mostly all it is.Only a small percentage of our posts get seen by friends. Usually things work better the longer it goes on.But not this.
2 September 2017,Rated 4 stars out of five stars,Far better than previous versions. Still i have a suggestion. Four tabs are there. Irritating that you got groups posts in news feed even though there is a specific tab named groups. Move groups posts from news feed tab to groups tab.
3 September 2017,Rated 2 stars out of five stars,App has been running like dog shite on my LG G4 for a couple months noe. Crashes all the time or just doesn't load things unless i restart the app.
3 September 2017,Rated 2 stars out of five stars,"Good app but... when I make a post and I click on ""Post"" button the app will shut down or it doesn't redirect to the post but to the previous page seen. It's so annoying. Solve please! I'm on Honor 8 whit Android 7.0 Nougat and EMUI 5.0. No root."
4 September 2017,Rated 1 stars out of five stars,"It's so mediocre! Comments aren't loading, and the video only loads a bit of a way before buffering. Using a browser is much faster. I don't know why I downloaded Facebook. Uninstalling"
3 September 2017,Rated 1 stars out of five stars,I m very disappointed with this app. I tried for two factor authentication facility and i loged out my fb account.but now when i want to login i m not able to get code on my contact number.please help me out.i m trying for last 1 hour.
4 September 2017,Rated 4 stars out of five stars,"Ive always loved this app. However, recently, I had uninstalled and installed it then the whole app wouldn't respond at all. Its rather inconvenient as I am trying to do my work."
3 September 2017,Rated 1 stars out of five stars,"Stop closing my account over stupid trolls reporting lies! My country is possibly going to war, I have family in the armed forces and you idiots close my account because of what? Nothing! FACEBOOK IS AN UNRELIABLE, CENSORING, BIASED APP THAT DOESN'T RESEARCH BEFORE THEY CLOSE AN ACCOUNT. SOCIAL MEDIA APP? HARDLY!!! DON'T USE FACEBOOK!!!"
3 September 2017,Rated 1 stars out of five stars,For the past two weeks my app opens and I can usually do stuff but about every 8-10 mins I get a notification that the app isn't responding and gives me the 3 options. It doesn't need updating and I've even just purchased a new phone and it's still doing it. If anyone reads these would you please help a girl out. Thx
4 September 2017,Rated 1 stars out of five stars,"I keep getting random update notifications about what friends have posted ""ABC has a posted a picture/video/updated their status..."" when they're not even on my close friends list!! I've tried everything to turn these notifications off and nothing has worked! This beyond frustrating and annoying!"
4 September 2017,Rated 5 stars out of five stars,Kind regards please find my updated properties in this incoming calls for an interview for the use of the individual or entity to which it was great seeing the pictures and videos and slideshows published with free articles on my way home and the rest is fine for you and I will send it out
4 September 2017,Rated 5 stars out of five stars,"I want to tell everyone that's helped me with this, Thank You!! Without them in my life would be HELL... You are all Angels, I love you, 4sho4sho!!! Racshell come home soon, I truly miss you, Bullet too...LOVE4EVER, Gunslinger"
3 September 2017,Rated 2 stars out of five stars,This is one of the worst updates to date!! Each and every time I try to look at an item on garage sale site phone freezes then I have to go and stop the app from the settings. It is getting so annoying please do something to fix this app!!
4 September 2017,Rated 4 stars out of five stars,"Since an update, when I watch a video, I am finished with it so I press the back button. Then it opens up the video I've already watched in a floating window which I don't care to see again. I don't like that feature. Also when scrolling through comments it is buggy - comes up with a menu thinking I clicked like on something when I didn't."
3 September 2017,Rated 2 stars out of five stars,"All these updates are not doing anything for my phone at all. Its not increasing on speed or anything. Still slow, freezes etc. An how many updates before i get the option of going live from my phone? Its a alcatel c pop 9 android phone. So many updates yet not an update for that"
2 September 2017,Rated 2 stars out of five stars,It needs optimizations for lower RAM smartphones like who has 1-2GB ram. It becomes so slow and laggy after a while. And being annoying. I hope facebook app developer team will solve that issues. Thank you!
4 September 2017,Rated 1 stars out of five stars,"Cannot set my feed to ""most recent"" posts. Just show us the posts from people/pages we follow, in the bloody order they're posted in. But apparently that's too much to ask."
4 September 2017,Rated 1 stars out of five stars,Hi team! I don't know why but the app keeps on crashing on my phone Huawei P10. Alreqdy did the uninstalling and installing again but nothing happened. Any idea that can help me with this problem? Thanks
2 September 2017,Rated 2 stars out of five stars,"Very often, whenever I open an article that showed up on my feed--whether because someone liked it or FB recommended it--when I go ""back,"" either via my phone or FB, it never takes me back to the same place in my feed, but instead refreshes the feed and then I can never find the article again. It's so annoying. I can hardly ever read the comments to things because it doesn't take me back to the article after I read the article and go back."
4 September 2017,Rated 2 stars out of five stars,Normally it would be 5 stars... but why does it ask me to update it almost everytime i log in... then i hit update and it doesn't do anything... then i have to exit and open it again... its starting to get annoying... can you fix this?
4 September 2017,Rated 3 stars out of five stars,"The more you update it the more it get complicated slow loading, video problems, freezing phone and others. Please Adm ur app is getting more annoying every single day. Need an old version. During upgrading it take 30 minutes........ Oooooh why"
3 September 2017,Rated 3 stars out of five stars,"I hate all suggested post, ad, video when scanning, even I managed my ad setting (I chose nothing interested) but the post/ ad & video still came out... I sick of those FB suggested to me!"
3 September 2017,Rated 3 stars out of five stars,plz for the marketplace can u guys put a rateing for the seller cause there are some sellers in the area that just put a item up for sale amd they look at it amd nothing gets said amd they dont put sold or anything it just sits there and nobody replys
3 September 2017,Rated 1 stars out of five stars,"While watching videos, it stops in the middle of them, then sends you back to your news feed several time before you watch the entire video. Also, the ads in the middle of the videos makes me want to delete FB from my phone."
1 September 2017,Rated 1 stars out of five stars,"The most absolutely broken app ever created. You ""devs"" should be ashamed, but I know you don't care. All that money, I wouldn't care either."
3 September 2017,Rated 2 stars out of five stars,Keeps freezing and closing and reloading. I don't like it in fact I hate using this application. This is the second time I've given this app a try and again fails to impress me. I will likely uninstall.
4 September 2017,Rated 1 stars out of five stars,Cannot stand the new update with the videos. If I want to finish watching something I'll go back out of it then it just starts again on a smaller screen on my feed... Who wants this?!
3 September 2017,Rated 3 stars out of five stars,The app work's fine but it takes up alot of space i want to move it to my SD card so my phone won't be that slow now I can't do it because of The update the way it is.
2 September 2017,Rated 5 stars out of five stars,Pls pls fix the photo security problems. When i upload my photos i am not able to keep it private from public to friends. Pls help me and sort the problem as soon as possible
3 September 2017,Rated 1 stars out of five stars,Browsing through comments makes us accidentally like the comment. Can you do something about it. And i am aren't wanted massage related ads. Are you promoting this vice activities via your platform?
3 September 2017,Rated 2 stars out of five stars,Since the last updated if I post a comment and 1 photo I can't caption the photo it takes the comments as the caption. I have to load a second one before I can caption both. And I don't need to see who liked it over the post. The latest changes are a cock up.
3 September 2017,Rated 1 stars out of five stars,Keeps updating but all I see are visual changes. No changes in the way the app performs. Which happens to be terribly.
3 September 2017,Rated 1 stars out of five stars,Just updated. Don't get no notification for ages and when I do none of them actually involve me or my friends. App is crashing all the time and slowing my phone down for ages after. I am not happy at all!
3 September 2017,Rated 5 stars out of five stars,"It a amazing to connected with the world. Living in USA and most of my siblings are everywhere and Facebook made it easier for us to be together all the times. Been a live with people those matters to you the most it's very important as a family. To alls the Facebook staffs, crews, every single person who participants in Facebook well fonctions and connections, i thank you from the bottom of my heart and hundreds thanks for what your doing for us."
2 September 2017,Rated 1 stars out of five stars,Crash after bloody crash or restart. I have never ever seen an app so unstable it is a wonder that it even runs
2 September 2017,Rated 1 stars out of five stars,"Every update brings a new bug, not stable in android. Last I was not able to share webpages now it fixed but I can't like videos when not in full screen.I'm running a pretty new S8 so no hw issues."
3 September 2017,Rated 1 stars out of five stars,The app just happened to crash when reading a post criticising an organization they probably partner with at some capacity #freespeech whatever. You'll all be filtered out anyways from seeing this.
2 September 2017,Rated 5 stars out of five stars,Please Add Blood Donor Option As U Inserted Shops Like That U Can Add Blood Donors For Every Country And City. This Is Most Used Social App If U Add Blood Donate Or Search Blood Donor So Many People Will Be Thankfull To You And Also Saves So Many Lives...
4 September 2017,Rated 1 stars out of five stars,What did u do with the videos!?! Cant watch a proper video now but the sound is going on even if i exit. I have to close all my apps from the phone for the video to shut up!! Horrible! Please fix this
3 September 2017,Rated 3 stars out of five stars,"Facebook has stopped, I always experience this with my android phone don't know the reason why i always update the app and when i open my newsfeeds it appears repeatedly... i need some answer from facebook what's happening."
3 September 2017,Rated 1 stars out of five stars,Just bought a new galaxy tab s3 specifically for the live feed capability and is not working. Please fix for a better rating. Angie else with this tablet having issues?
3 September 2017,Rated 3 stars out of five stars,Used to be able to add pictures in comments on posts. Not able to do so anymore. Using Android phone. This is IRRITATING. FIX IT.
4 September 2017,Rated 1 stars out of five stars,"For about 6 months now, I havent been able to select the contacts list. Whenever I do, what opems up is Direct Message. Please work on this! I HAVE REPORTED IT LITERALLY A HUNDRED TIMES, BUT IT HAS NOT YET BEEN FIXED. I AM USING A 32GB SAMSUNG S7 DUOS. ANDROID 7.0"
3 September 2017,Rated 3 stars out of five stars,"Not in line with the apple version of the app, small but extremely frustrating differences need to be changed, e.g. ability to full edit a photo reply, also not being able to read a reply without clicking on it"
2 September 2017,Rated 1 stars out of five stars,The Facebook is not working some times it's crashing and very slow installing .Every time face book posts need to refresh its a Very worst Not able to Use Facebook.
3 September 2017,Rated 2 stars out of five stars,I get fed up with supposedly targeted ads. I would prefer to pay a small premium to exclude these. They offend me.
4 September 2017,Rated 1 stars out of five stars,"With every update, something is going wrong. This is ridiculous. After all this time, you can't make a stabile version. The app just freeze after every 5 minutes. One star because i can't give you none."
3 September 2017,Rated 1 stars out of five stars,"After the latest update, I am no longer able to see any feeds. It just says can't connect. I've tried logging out, I've tried reinstalling but keep getting the same error."
3 September 2017,Rated 1 stars out of five stars,"Yet again, this issue still persists after another update on the App. My SD card storage is still 52GB and this app is only 420MB. Whenever I try to transfer the app to it, it always says insufficient space. This happens every update..."
2 September 2017,Rated 1 stars out of five stars,"Eats up phone memory like crazy, sometimes spikes even more than 200 MB of RAM to lag my Nexus 6P. Beware that this app may be causing performance issues on your phone."
3 September 2017,Rated 3 stars out of five stars,Alright app however it does freeze a lot and I'm tired of seeing popular posts as i see the same posts for maybe 2days. Bring back the option to view newest posts first!!
2 September 2017,Rated 3 stars out of five stars,"Every 2weeks I am getting message like please upgrade, I donot know why,cause you are not providing free data. Network operator charging for 10 RS for 100 MB data"
4 September 2017,Rated 3 stars out of five stars,If you stopped sending daily updates;- i can no longer get onto my page...it has completely stopped is there any one that can help me...advisement is needed A.S.A.P.....HELP!
2 September 2017,Rated 5 stars out of five stars,Nows itz a little bit slow And also the sticker comments are can't see it shows only a box And when we go to upload a photo itz very irritating we can't check our photos with folder All photos are showing in one folder Its very difficult to upload😠😠
4 September 2017,Rated 5 stars out of five stars,This App makes life a little more manageable. Completely equipped with an array of search filter options easy to use and appropriate for everyday tasks such as selling your most treasured items or finding new ones! Two-thumbs-up!
4 September 2017,Rated 1 stars out of five stars,"Complete garbage. On its best day, this app is still fickle and frustrating. And it keeps getting worse with every update. Now with more ads than posts from your friends!"
3 September 2017,Rated 1 stars out of five stars,Videos automatically playing is eating my data up. Horrible feature that needs to go and stay gone
3 September 2017,Rated 3 stars out of five stars,"I love the app it's self, but it has lots of quirks. Alot of times I can't click on pictures in the news feed or look through the marketplace with out the app freezing up."
4 September 2017,Rated 2 stars out of five stars,"Latest update is worst, even after exit from the application still previously visited video plays in the background. This is worst feature. My mobile is : Samsung Galaxy S7 Edge"
3 September 2017,Rated 1 stars out of five stars,"So now the push notifications are forced!?, I changed every single notification from app settings to in-app only, and yet i still get those pesky red numbers on the app icon, i hate it..."
2 September 2017,Rated 1 stars out of five stars,"Since the recent updates, the app refuses to load things on mobile data. Every other app loads fine...except Facebook. Infuriating."
2 September 2017,Rated 3 stars out of five stars,Please don't play the sound of the videos right away when I'm going through the new feeds is annoying sometimes I'm going through and it just plays by itself I should I have the right to choose what I want to watch .
4 September 2017,Rated 1 stars out of five stars,"This is the most glitchy app I've ever seen. I can't play videos on the mobile app and when I try to search something, the app crashes."
3 September 2017,Rated 1 stars out of five stars,"This app has not been working properly for several days. There is no phone number to talk with someone to help me or even an online instant chat with a representative for support. I have made several attempts to reach out to them for help, but have yet to get a response. Very annoyed!!"
4 September 2017,Rated 2 stars out of five stars,When I post something the words fluctuate as I do it. Also you can post stuff at 10:03 PM and it will say posted tomorrow at 12:03 AM. What the bloody hell is going on
4 September 2017,Rated 3 stars out of five stars,Overall the app is okay But it's really laggy You need to fix it ASAP The other thing is that i can't see who I'm following or my sent requests
3 September 2017,Rated 3 stars out of five stars,"Why do we need updates nearly every day, it's getting ridiculous. And when do we get the DISLIKE button, that everyone has been asking for for years now. Do you not listen to your users? 😐"
2 September 2017,Rated 4 stars out of five stars,"I am bothered with the newest photos upload in one album, the likes separated from the first 30 upload photos to the additional photos... in the end no one likes your album, frustrating 😭"
4 September 2017,Rated 1 stars out of five stars,"It is extremely annoying when it asks me every single time I watch a video; ""do you want to watch videos while you are browsing"" eventhough I click NO agai and again and again...."
4 September 2017,Rated 5 stars out of five stars,"Usefulness galore. FB and its utilities have reconnected me with loved and friends missed, at times for 40 more than years; since High School."
3 September 2017,Rated 1 stars out of five stars,"Since the latest update, this app NEVER works! Constantly freezes, that is if I can even get it to open in the first place. Switch back to the old version please!"
3 September 2017,Rated 2 stars out of five stars,On my phone does not work. I can't open any pages or the pages hang up and I need to switch off my phone. It was working fine long ago. I am goingto remove it. Rubbish.
1 September 2017,Rated 5 stars out of five stars,"Love love love Facebook!! I just wish I knew how to have the App on my Home screen. I changed my phone layout and cannot find the icon!! I have to go to play store, just to open it."
4 September 2017,Rated 1 stars out of five stars,The Facebook terms and services is garbage. You can get suspended for LITERALLY nothing. If you stream and have music playing in the background you can get a copyright strike. It's so trash.
3 September 2017,Rated 1 stars out of five stars,Getting very annoying. Constant shutting down every minute. Maybe you need a better programming and design. STOP UPDATE when running smooth. This update for improvement and reliable....REALLY!
3 September 2017,Rated 2 stars out of five stars,Was fine until the videos I close continue playing in a pop up video. Keep it simple. Now I have to close a video I don't like twice in 2 different ways. Where is the option to remove this!!!?
2 September 2017,Rated 1 stars out of five stars,I have to uninstall it just to go back to the older version ugh stop updating or give a damn options some ppl don't like the new versions
2 September 2017,Rated 1 stars out of five stars,Check your book facebook. .you have adding unneccessry bookers to my file..i think you have been creating issues to your by accessing to those who used to burn their text books in the name of festivals...mind it.😂😂😂😂....this book is full of misconceptions....i am sure they would do festives.#Aarovegi..
2 September 2017,Rated 1 stars out of five stars,Using the web interface via browser is still a far better way to interact with fb. App crashes frequently and the number of totally irelevant adds is staggering
3 September 2017,Rated 2 stars out of five stars,"Absolutely hate it when after you click on something to view, your original feed starts back at the beginning. 😲😓😓😓Don't like the exclamation mark next to the @"
1 September 2017,Rated 2 stars out of five stars,"Sometimes it's just pointless for all these frequent updates. It improves nothing. I still find it crashing, new features with new bugs."
4 September 2017,Rated 3 stars out of five stars,Since the most recent update my notification sounds have stopped. I've checked the settings and everything is on. No issues with any other app notifications.
1 September 2017,Rated 1 stars out of five stars,The people make this app great...but the app itself is horrible. Too many changes without the option to configure. Eg...floating vids (get rid of this) so close to jst deleting
3 September 2017,Rated 3 stars out of five stars,"When I'm in the ""recent"" tab I keep getting taken bag to the news regular news feed and it's getting on my freaking nerves! Can y'all please fix that"
3 September 2017,Rated 4 stars out of five stars,"The app for Facebook is quite efficient, but it still could use some improvement with many things, such as some things are hard to get to, and sometimes the app crashes. But that might just be for me..."
4 September 2017,Rated 1 stars out of five stars,Garbage app that forces changes on you. I DONT WANT TO HAVE POP OUT VIDEOS. NO OPTION TO REMOVE THEM. UNINSTALLING UNTIL THIS IS CHANGED.
4 September 2017,Rated 2 stars out of five stars,Wat u guys r doing don't understand update in every two days and still no improvement even I can't upload anything after your last update solve this guys....
3 September 2017,Rated 2 stars out of five stars,Auto play is only working on Wi-Fi connections not on Mobile Data even if is set to work on both 😔 (Galaxy Note 5)
4 September 2017,Rated 1 stars out of five stars,Too many ads. Too many permissions that I can't turn off. This is just spyware. I didn't sign up to an app that knows my web browsing history better than I do.
4 September 2017,Rated 2 stars out of five stars,Adverts adverts adverts especially annoying while watching video clips. And i can't remove the floating widget without closing the app. Was a 5* rating before
3 September 2017,Rated 1 stars out of five stars,Facebook video play as a pop up. The video continues to play in the pop up window even when exiting the Facebook application. The only way to stop videos from playing is to force quit the application. App is now officially broken
3 September 2017,Rated 1 stars out of five stars,Freezes all the time and closes facebook when ever it wants to I hate it. I want the old update back its better
3 September 2017,Rated 2 stars out of five stars,"App constantly lagging on my Galaxy 7 edge for the past 2 weeks. Keeps having pop up saying to either close, restart, or message."
4 September 2017,Rated 1 stars out of five stars,"Go with Tinfoil for Facebook. Buggy at best, usability sucks. My mother in law shares a link about knitting, can I drop down and hide it, NOPE. Mark, tell your project managers to do their job or they are FIRED!!!"
2 September 2017,Rated 3 stars out of five stars,How many times do I have to say no thanks to your little video playing option for you to take the hint that I don't care about watching the video I was watching while off the app?
2 September 2017,Rated 1 stars out of five stars,"Why can't you chose a photo from the phones gallery you can only chose the photo by the most recent date. how do you post a picture in a comment that is from a month ago, scroll though 1000 photos till you finally find it. Why not just let me go to my gallery and chose it from the folder in the gallery you used to be able to do it that way why can't you anymore."
3 September 2017,Rated 4 stars out of five stars,"Like to connect with Facebook than other. It easy to connect friends, from far distance. Can enjoy playing games, saying videos, YouTube, audios, and you learn in Fb more."
