Date,Rating,Text
22 August 2017,Rated 5 stars out of five stars,Gud
4 September 2017,Rated 1 stars out of five stars,It is crashing
4 September 2017,Rated 5 stars out of five stars,Its really good aap
31 August 2017,Rated 3 stars out of five stars,Super
30 August 2017,Rated 3 stars out of five stars,Ha
27 August 2017,Rated 5 stars out of five stars,Good app
31 August 2017,Rated 5 stars out of five stars,King of kings
1 September 2017,Rated 1 stars out of five stars,Very bad
31 August 2017,Rated 5 stars out of five stars,Awesome😎😎
29 August 2017,Rated 5 stars out of five stars,Ok
29 August 2017,Rated 5 stars out of five stars,Bestever
28 August 2017,Rated 5 stars out of five stars,5t
28 August 2017,Rated 5 stars out of five stars,Awesomee...😍😍
31 August 2017,Rated 5 stars out of five stars,Very nice
30 August 2017,Rated 5 stars out of five stars,osm
31 August 2017,Rated 5 stars out of five stars,Veri nice
21 August 2017,Rated 4 stars out of five stars,Good ap
3 September 2017,Rated 5 stars out of five stars,Good
29 August 2017,Rated 5 stars out of five stars,It's good
3 September 2017,Rated 5 stars out of five stars,Its perfecr
2 September 2017,Rated 5 stars out of five stars,Sanfy Super
2 September 2017,Rated 5 stars out of five stars,Quįck.... N... Eašy tø úsê
31 August 2017,Rated 3 stars out of five stars,I like it
24 August 2017,Rated 5 stars out of five stars,ashish ashish
26 August 2017,Rated 5 stars out of five stars,👌👍
23 August 2017,Rated 5 stars out of five stars,Super
23 August 2017,Rated 2 stars out of five stars,Ravi Ravi
2 September 2017,Rated 5 stars out of five stars,Chutya giri
2 September 2017,Rated 5 stars out of five stars,10/10
25 August 2017,Rated 5 stars out of five stars,Very nice
24 August 2017,Rated 5 stars out of five stars,Iife
29 August 2017,Rated 5 stars out of five stars,Very easy to chat
27 August 2017,Rated 5 stars out of five stars,Fantist
26 August 2017,Rated 5 stars out of five stars,Best app
17 August 2017,Rated 5 stars out of five stars,Wowww
22 August 2017,Rated 5 stars out of five stars,Ok
29 August 2017,Rated 5 stars out of five stars,Execelent
26 August 2017,Rated 5 stars out of five stars,i Love this app
26 August 2017,Rated 5 stars out of five stars,Best ever
26 August 2017,Rated 5 stars out of five stars,Super
4 September 2017,Rated 5 stars out of five stars,Very good 😊
4 September 2017,Rated 5 stars out of five stars,yjadjim
4 September 2017,Rated 5 stars out of five stars,Super
1 September 2017,Rated 5 stars out of five stars,rajan
4 September 2017,Rated 5 stars out of five stars,Mast
4 September 2017,Rated 5 stars out of five stars,Sintuhalder55 Sintuhalder55
17 August 2017,Rated 5 stars out of five stars,Perfect
27 August 2017,Rated 5 stars out of five stars,Good app
29 August 2017,Rated 5 stars out of five stars,Superrrrbbbbbb
31 August 2017,Rated 5 stars out of five stars,Osm
31 August 2017,Rated 5 stars out of five stars,Wow
4 September 2017,Rated 5 stars out of five stars,Nice to connect with people...
4 September 2017,Rated 5 stars out of five stars,Super
3 September 2017,Rated 5 stars out of five stars,Ok
3 September 2017,Rated 5 stars out of five stars,Thanks
3 September 2017,Rated 5 stars out of five stars,Atu
17 August 2017,Rated 5 stars out of five stars,Nice
3 September 2017,Rated 5 stars out of five stars,Super
2 September 2017,Rated 3 stars out of five stars,It's good
2 September 2017,Rated 5 stars out of five stars,Well
30 August 2017,Rated 5 stars out of five stars,siplah
2 September 2017,Rated 5 stars out of five stars,Sagir Sagir
2 September 2017,Rated 5 stars out of five stars,Use ful app
2 September 2017,Rated 4 stars out of five stars,Greta
21 August 2017,Rated 5 stars out of five stars,Nice
29 August 2017,Rated 5 stars out of five stars,Mast
29 August 2017,Rated 5 stars out of five stars,Oum
25 August 2017,Rated 5 stars out of five stars,Omg
2 September 2017,Rated 5 stars out of five stars,Wow
31 August 2017,Rated 5 stars out of five stars,Super
1 September 2017,Rated 5 stars out of five stars,wow
21 August 2017,Rated 5 stars out of five stars,Good
21 August 2017,Rated 4 stars out of five stars,Useful
24 August 2017,Rated 5 stars out of five stars,Good
28 August 2017,Rated 1 stars out of five stars,Bad
1 September 2017,Rated 5 stars out of five stars,Chating best app
22 August 2017,Rated 5 stars out of five stars,Good
25 August 2017,Rated 5 stars out of five stars,Good
26 August 2017,Rated 5 stars out of five stars,Excellent Excellent
24 August 2017,Rated 5 stars out of five stars,Cool
4 September 2017,Rated 5 stars out of five stars,Best app
4 September 2017,Rated 5 stars out of five stars,Best for all
4 September 2017,Rated 5 stars out of five stars,Nice apps
4 September 2017,Rated 5 stars out of five stars,Its fantastic
29 August 2017,Rated 5 stars out of five stars,Nice
29 August 2017,Rated 5 stars out of five stars,Nice
29 August 2017,Rated 5 stars out of five stars,Loving
31 August 2017,Rated 5 stars out of five stars,Outstanding
29 August 2017,Rated 5 stars out of five stars,Fantastic
30 August 2017,Rated 5 stars out of five stars,Good
28 August 2017,Rated 5 stars out of five stars,Exactly
29 August 2017,Rated 4 stars out of five stars,Good
25 August 2017,Rated 5 stars out of five stars,Great
29 August 2017,Rated 5 stars out of five stars,Good
30 August 2017,Rated 5 stars out of five stars,Amazing
4 September 2017,Rated 5 stars out of five stars,Love it app
3 September 2017,Rated 5 stars out of five stars,Very nice
31 August 2017,Rated 5 stars out of five stars,Love it
2 September 2017,Rated 5 stars out of five stars,Excellent work
2 September 2017,Rated 3 stars out of five stars,It's good
2 September 2017,Rated 5 stars out of five stars,Great app
2 September 2017,Rated 5 stars out of five stars,Nice app
2 September 2017,Rated 5 stars out of five stars,Nice
2 September 2017,Rated 4 stars out of five stars,Addicted
23 August 2017,Rated 5 stars out of five stars,Awesome
2 September 2017,Rated 5 stars out of five stars,Best communication
1 September 2017,Rated 5 stars out of five stars,Its best
1 September 2017,Rated 5 stars out of five stars,Awesome Thanks
1 September 2017,Rated 5 stars out of five stars,Best aap
1 September 2017,Rated 4 stars out of five stars,Very good
1 September 2017,Rated 5 stars out of five stars,Love Me
29 August 2017,Rated 5 stars out of five stars,Love it
26 August 2017,Rated 3 stars out of five stars,Nice Nice
31 August 2017,Rated 5 stars out of five stars,Iits good
25 August 2017,Rated 4 stars out of five stars,good
20 August 2017,Rated 5 stars out of five stars,Nice
28 August 2017,Rated 5 stars out of five stars,Good
31 August 2017,Rated 5 stars out of five stars,Its nice
27 August 2017,Rated 5 stars out of five stars,Nice
26 August 2017,Rated 5 stars out of five stars,Nice
4 September 2017,Rated 5 stars out of five stars,Mohd arslan
4 September 2017,Rated 5 stars out of five stars,Good
4 September 2017,Rated 5 stars out of five stars,Good
4 September 2017,Rated 5 stars out of five stars,Nice
2 September 2017,Rated 5 stars out of five stars,Very easy to use and sent pics easily msgs and very rare data in usage
4 September 2017,Rated 5 stars out of five stars,Nice
4 September 2017,Rated 5 stars out of five stars,Excellent
3 September 2017,Rated 5 stars out of five stars,Nice
3 September 2017,Rated 5 stars out of five stars,Awesome
29 August 2017,Rated 5 stars out of five stars,loved it
2 September 2017,Rated 5 stars out of five stars,Good
2 September 2017,Rated 4 stars out of five stars,Very useful messenger.
2 September 2017,Rated 5 stars out of five stars,Nice
2 September 2017,Rated 5 stars out of five stars,Nice
2 September 2017,Rated 5 stars out of five stars,Good
1 September 2017,Rated 5 stars out of five stars,Good
30 August 2017,Rated 5 stars out of five stars,Good
1 September 2017,Rated 5 stars out of five stars,Excellent
1 September 2017,Rated 5 stars out of five stars,Useful
31 August 2017,Rated 5 stars out of five stars,good
31 August 2017,Rated 4 stars out of five stars,Nice
31 August 2017,Rated 5 stars out of five stars,Nice
31 August 2017,Rated 5 stars out of five stars,Love
31 August 2017,Rated 3 stars out of five stars,Nice
31 August 2017,Rated 5 stars out of five stars,Excellent
23 August 2017,Rated 3 stars out of five stars,Not bad
25 August 2017,Rated 1 stars out of five stars,Flixz 27 17205431
31 August 2017,Rated 5 stars out of five stars,To send a msg to a new number we hv to first save the no. In our ph/google acc then we hv to refresh our contact list in watsap or wait for sync.. then we can msg to the new guy.. totally annoying.. pls add provision to msg anyone directly from the dialer itself without bothering to save contact first.. Love to listen from u...
24 August 2017,Rated 5 stars out of five stars,I can't update latest version on playstore. Why??
27 August 2017,Rated 5 stars out of five stars,Unable to send status and see
16 August 2017,Rated 5 stars out of five stars,add Pinned msg for groups. other shouldn't have ability to remove main admin. add Group info feature.
21 August 2017,Rated 5 stars out of five stars,search option is good but y don't u show the recent searches? that'll b helpful please consider
29 August 2017,Rated 4 stars out of five stars,Good
29 August 2017,Rated 5 stars out of five stars,Need Night mode
18 August 2017,Rated 5 stars out of five stars,Great ...
19 August 2017,Rated 5 stars out of five stars,Good Nice app
18 August 2017,Rated 5 stars out of five stars,Awesome
20 August 2017,Rated 1 stars out of five stars,New update is bad.not working in tabs
19 August 2017,Rated 5 stars out of five stars,Awesome
